	#SentenceID	Sentence	TF	TG	TF Id	TG Id	TF offset	Gene offset	Mutated Genes	Mutation offsets	Valid score	Valid	MoR scores	MoR	PMID	PMID+Sent+TRI_Id	Mutated_TF	TF Symbol	TF TaxID	TG Symbol	TG TaxID	TF_type	Error
545246	PMID:19639218:pubtator_title_and_abstract:68a0cc635904a97e80a1b1a88c15fddf:10:MAGE-D1:p21:1173:1217	Western blotting showed that [TF] up-regulated the expression of p53, [TG] and E-cadherin, whereas down-regulated beta-catenin expression.	MAGE-D1	p21	9500	1026	1173	1217			0.9908924454927204	Valid	0.0022432947981006687;0.9963591230809898;0.0013975821209094533	ACTIVATION	19639218	19639218|10|9500|644914	False	MAGED1	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
849122	PMID:17938176:pubtator_title_and_abstract:ffde971e0cdc3bd50645ce8876c865ee:6:Brm:p21:807:832	However, in Brg1-deficient H1299 cells, [TF] is also required for [TG] induction.	Brm	p21	6595	1026	807	832			0.9908901418799528	Valid	0.0022693856595982945;0.9965498382569756;0.001180776083426083	ACTIVATION	17938176	17938176|6|6595|644914	False	SMARCA2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
125485	PMID:17878219:pubtator_title_and_abstract:fdec35a1c2ad296dc7812e54cb2a05b3:5:p53:p21:650:673	Through electrophoretic mobility shift assay (EMSA) and chromatin immunoprecipitation analyses, we demonstrate that BAF53 can reduce the [TF]-binding ability to [TG] promoter.	p53	p21	7157	1026	650	673			0.990888353250082	Valid	0.9975897067612992;0.001331958470721502;0.0010783347679791863	UNDEFINED	17878219	17878219|5|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
753120	PMID:29263092:pubtator_title_and_abstract:d98af7ea0c12bed864ec816ba135ad18:3:BCL11A:p21:377:423	Although [TF] was shown to suppress gamma-globin and [TG] and to induce MDM2 expression in the hematopoietic system, its downstream targets in TNBC are still unclear.	BCL11A	p21	53335	1026	377	423			0.990886596567364	Valid	0.0017545477582673902;0.0030129565034495405;0.9952324957382831	REPRESSION	29263092	29263092|3|53335|644914	False	BCL11A	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
491591	PMID:29923055:pubtator_title_and_abstract:e2c3cf68e95bb85b65a2f7f4d46c171c:0:UHRF2:p21:0:49	[TF] promotes DNA damage response by decreasing [TG] via RING finger domain.	UHRF2	p21	115426	1026	0	49			0.9908840459816796	Valid	0.0019160862303723163;0.002323744972202916;0.9957601687974248	REPRESSION	29923055	29923055|0|115426|644914	False	UHRF2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
320276	PMID:34589276:pubtator_title_and_abstract:cdfa0a1e58547d7435215f0370d57ff2:5:estrogen receptor alpha:p21:644:713	However, [TF] (ERalpha) suppressed mutp53-mediated lincRNA-[TG] expression by hijacking mutp53 to upregulate damaged DNA binding protein 2 (DDB2) transcription for subsequent DNA repair and chemoresistance.	estrogen receptor alpha	p21	2099	1026	644	713			0.9908823724822448	Valid	0.003837127834689632;0.004210869282102849;0.9919520028832075	REPRESSION	34589276	34589276|5|2099|644914	False	ESR1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
728215	PMID:27810593:pubtator_title_and_abstract:b39858575d6c6ceaac0aa169dfa8e339:7:p53:p21:966:1005	Mechanistically, it enhanced p53 protein expression and regulated [TF]-dependent genes expression such as [TG], PUMA, MYC and hTERT.	p53	p21	7157	1026	966	1005			0.9908814235999428	Valid	0.3572091503192795;0.6399753450109856;0.0028155046697348226	ACTIVATION	27810593	27810593|7|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
363449	PMID:29898761:pubtator_title_and_abstract:9b3b6b2f87f1029320020c6290a3bbd1:14:TRIM52:p21:1772:1819	Furthermore, [TF] down-regulation significantly increased [TG] and PPM1A expression, but inhibited MMP2 expression and induced Smad2/3 dephosphorylation in MHCC-97H cells, which were reversed by TRIM52 up-regulation in MHCC-97L cells.	TRIM52	p21	84851	1026	1772	1819			0.9908800889676708	Valid	0.001096656923799636;0.00716298204754679;0.9917403610286535	REPRESSION	29898761	29898761|14|84851|644914	False	TRIM52	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
529837	PMID:31308359:pubtator_title_and_abstract:3623188f4802c2048c74124d01aa2982:7:Kindlin-2:p21:846:1012	Here we show that [TF] regulates cellular senescence in part through its interaction with p53, whereby it regulates the expression of the p53-responsive genes; i.e., SerpinB2 and [TG], during the induction of senescence.	Kindlin-2	p21	10979	1026	846	1012			0.9908783888894432	Valid	0.9877620925843527;0.01086172159682922;0.0013761858188180921	UNDEFINED	31308359	31308359|7|10979|644914	False	FERMT2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
582305	PMID:22825850:pubtator_title_and_abstract:bea6d0ee25a21a55849a907470479b76:7:hnRNP K:p21:946:1021	Abrogation of [TF] sumoylation leads to an aberrant regulation of the p53 target gene [TG].	hnRNP K	p21	3190	1026	946	1021			0.9908766044392644	Valid	0.9903681830923815;0.005009185922375685;0.0046226309852427944	UNDEFINED	22825850	22825850|7|3190|644914	False	HNRNPK	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
462049	PMID:31811121:pubtator_title_and_abstract:dd0d59d3ed92d04fc4496632fc72698d:6:CSB:p21:700:717	Mechanistically, [TF] binds to the [TG] promoter thereby downregulating its transcription and blocking replicative senescence in a p53-independent manner.	CSB	p21	2074	1026	700	717			0.9908765052930026	Valid	0.001052385326376482;0.006278745535719903;0.9926688691379036	REPRESSION	31811121	31811121|6|2074|644914	False	ERCC6	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
102799	PMID:11748353:pubtator_title_and_abstract:cd902ab2e486e1cb8836f92c8935b3ae:2:p53:p21:118:148	The p21 overexpression is thought to be a consequence of the [TF] induced activation of the [TG] gene.	p53	p21	7157	1026	118	148			0.9908730409697464	Valid	0.002601610409616077;0.996417512105104;0.0009808774852799811	ACTIVATION	11748353	11748353|2|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
636637	PMID:25139326:pubtator_title_and_abstract:dc9dbcc42a364785db051d480872ebe0:9:p53:p21:1009:1029	The predominant localization of p53 in chromatin-enriched fractions added to the up-regulation of the [TF]-responsive gene [TG], strongly suggest the involvement of a transcription-dependent p53 program.	p53	p21	7157	1026	1009	1029			0.9908690447090314	Valid	0.3992749837216775;0.5954814250398388;0.0052435912384836405	ACTIVATION	25139326	25139326|9|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
71169	PMID:28903375:pubtator_title_and_abstract:5acc9e2357f2db120a3640102fc65f72:7:p53:p21:832:821	Furthermore, we found that YY2 regulation on [TG] occurs [TF]-dependently.	p53	p21	7157	1026	832	821			0.9908680092373956	Valid	0.997602445172177;0.0013255520146282665;0.0010720028131947184	UNDEFINED	28903375	28903375|7|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
571252	PMID:28130125:pubtator_title_and_abstract:213eb7fb29fa7d9f6fb17494f6714829:13:Setd2:p21:1874:1937	Together, this study demonstrates an essential role of Setd2 in myoblast proliferation and differentiation, and uncovers [TF]-mediated molecular mechanism through regulating MyoG and [TG].	Setd2	p21	29072	1026	1874	1937			0.990866764360214	Valid	0.9970931985279993;0.0017897083402561033;0.0011170931317446805	UNDEFINED	28130125	28130125|13|29072|644914	False	SETD2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
266813	PMID:17996705:pubtator_title_and_abstract:36c0ca25847a19e2bccafe07810eaec1:5:TAF1:p21:519:560	UV irradiation of cells diacetylates p53 at lysines 373 and 382, which in turn recruits [TF] to a distal p53-binding site on the [TG] promoter prior to looping to the core promoter.	TAF1	p21	6872	1026	519	560			0.9908667330743064	Valid	0.9969893585890515;0.0015780367758692051;0.00143260463507939	UNDEFINED	17996705	17996705|5|6872|644914	False	TAF1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
30716	PMID:24918286:pubtator_title_and_abstract:a82750b107cc83181efa28c25c31272a:9:FOXM1B:p21:1093:1167	While SUMOylation of [TF] is required for full repression of its target genes MiR-200b/c and [TG], SUMOylation of FOXM1B is essential for full activation of JNK1 gene.	FOXM1B	p21	2305	1026	1093	1167			0.9908639676279442	Valid	0.0030306206640362218;0.011045712212778232;0.9859236671231856	REPRESSION	24918286	24918286|9|2305|9338	False	FOXM1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
124823	PMID:17878219:pubtator_title_and_abstract:fdec35a1c2ad296dc7812e54cb2a05b3:0:p53:p21:42:55	BAF53 interacts with p53 and functions in [TF]-mediated [TG]-gene transcription.	p53	p21	7157	1026	42	55			0.9908639028787244	Valid	0.007873478243341314;0.9911479253867805;0.0009785963698782064	ACTIVATION	17878219	17878219|0|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
1047136	PMID:29622796:pubtator_title_and_abstract:6d96708d8e58845879bfad995bd10f6d:4:NFkappaB:p21:316:394	Here, we show that the [TF] pathway directly activates expression of the proliferation inhibitor [TG] in response to DNA damage in myeloid leukemia cells.	NFkappaB	p21	Complex:NFKB	1026	316	394			0.99086329637229	Valid	0.0022579710145109845;0.9967392416571934;0.0010027873282955986	ACTIVATION	29622796	29622796|4|4790|644914	False	NFKB	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
475334	PMID:20473326:pubtator_title_and_abstract:64c3205e1d3dd848d54c7ac035f51c93:7:p53:p21:770:801	We also showed that SNF5 knockdown impairs [TF]-dependent transcription of [TG] and murine double minute 2.	p53	p21	7157	1026	770	801			0.9908630675730236	Valid	0.0041606746291266;0.9950150027249797;0.0008243226458937795	ACTIVATION	20473326	20473326|7|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
196029	PMID:30857539:pubtator_title_and_abstract:dfe505fb3e226d068babd92b6c34d3b0:15:p53:p21:1909:1891	CONCLUSIONS: Our results revealed the transcriptional regulation of lincRNA-[TG] by the mutant [TF]/NF-YA complex in HNSCC.	p53	p21	7157	1026	1909	1891			0.9908599760680312	Valid	0.9952391180068196;0.001790514767375137;0.0029703672258052432	UNDEFINED	30857539	30857539|15|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
901748	PMID:28721450:pubtator_title_and_abstract:2e4499dd9221d6cca3c9306939dd7e4b:13:Bmal1:p21:1623:1638	This new evidence suggests that Smad3 and [TF] regulate [TG] and S100A4 expression in myocardial stromal fibroblasts through TNF-alpha.	Bmal1	p21	406	1026	1623	1638			0.990856607047924	Valid	0.9971533759762728;0.0014344734868139773;0.0014121505369132554	UNDEFINED	28721450	28721450|13|406|644914	False	BMAL1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
54502	PMID:12388558:pubtator_title_and_abstract:06388b9ecba8712ace309945d7850e13:2:p53:p21:181:246	DNA damage leads to stabilization and accumulation of [TF], which plays a pivotal role in transcriptional activation of [TG] and cell cycle arrest.	p53	p21	7157	1026	181	246			0.9908557375978844	Valid	0.0025880044243646915;0.9966520002742878;0.0007599953013474898	ACTIVATION	12388558	12388558|2|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
106544	PMID:37668436:pubtator_title_and_abstract:c6e2ba2ccdcc6ecec2fc55817f6bafa0:9:UBE1C:p21:924:1220	Importantly, [TF]-mediated NEDDylation downregulated the transcriptional activity of p53 by inhibiting p53 ability to target promoter regions of its downstream transcription targets, consequently inhibiting the promoter activities and the expression of mRNA and protein of the p53 downstream genes including [TG] and PTEN.	UBE1C	p21	9039	1026	924	1220			0.9908557311172036	Valid	0.01807100807809777;0.2067099403143362;0.7752190516075661	REPRESSION	37668436	37668436|9|9039|644914	False	UBA3	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
284091	PMID:16819512:pubtator_title_and_abstract:0be19871e3caa540b9fb8d589735d62f:6:Smad3:p21:729:806	Furthermore, we demonstrated that overexpression of SRF markedly decreases the level of [TF] complex binding to the promoters of Smad3 target genes, p15(INK4b) and [TG](Cip1).	Smad3	p21	4088	1026	729	806			0.990855659829418	Valid	0.9958148287737758;0.0034169339533387023;0.0007682372728853824	UNDEFINED	16819512	16819512|6|4088|644914	False	SMAD3	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
595783	PMID:35307378:pubtator_title_and_abstract:e735f46f2239028200964e624721e779:7:p53:p21:1203:1238	NDI 1a caused extensive DNA double-strand-breaks (DSBs) leading to activation of [TF] and its transcriptional target [TG].	p53	p21	7157	1026	1203	1238			0.9908555885410814	Valid	0.9785147015714343;0.02023497543167285;0.0012503229968928236	UNDEFINED	35307378	35307378|7|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
25663	PMID:20006705:pubtator_title_and_abstract:4e894c1f18c45146daf68baf32525db8:5:deltaEF1:p21:796:820	Moreover, we demonstrated that [TF] down-regulated [TG] and concurrently up-regulated the expressions of CDK2 and CDK4 during this process.	deltaEF1	p21	6935	1026	796	820			0.9908555161720556	Valid	0.0011260237830824718;0.003442939993182642;0.9954310362237349	REPRESSION	20006705	20006705|5|6935|644914	False	ZEB1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
1016964	PMID:20551151:pubtator_title_and_abstract:b9c4a75933ae4e437f77ff9ca53aee17:11:CLOCK:p21:1304:1365	Using ChIP-Seq, novel [TF]-binding elements were identified near DNA damage genes [TG], NBR1, BRCA1, and RAD50.	CLOCK	p21	9575	1026	1304	1365			0.9908553519894748	Valid	0.9947594556368492;0.002518762959873083;0.0027217814032777263	UNDEFINED	20551151	20551151|11|9575|644914	False	CLOCK	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
460213	PMID:33931611:pubtator_title_and_abstract:fa6859098dbbd468ff2e7bd6364fc285:14:SIRT4:p21:1681:1734	Mechanistically, [TF] upregulated cell-cycle governing genes p16 and [TG] protein expression, suppressed CyclinB1/Cdc2 and Cdc25c which normally induce cell-cycle progression, and suppressed survivin to induce apoptosis.	SIRT4	p21	23409	1026	1681	1734			0.9908546466192412	Valid	0.0022867492876181804;0.9963718956777278;0.0013413550346539692	ACTIVATION	33931611	33931611|14|23409|644914	False	SIRT4	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
367173	PMID:29974829:pubtator_title_and_abstract:92f4a49229d37f8d7ca57fdf37faa84c:2:ZNF424:p21:164:180	BACKGROUND: Previously, we showed that the Zinc finger-containing transcription factor [TF] inhibits [TG] transcription, which has been widely associated with various cancers.	ZNF424	p21	126295	1026	164	180			0.9908546088107388	Valid	0.0019169974695310318;0.002724630700139124;0.9953583718303298	REPRESSION	29974829	29974829|2|126295|644914	False	ZNF57	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
426826	PMID:24289924:pubtator_title_and_abstract:1e31cf30875f4680be3d219b14cb8d8f:6:p53:p21:863:876	As cellular ATP levels recover, TAF1 is able to phosphorylate p53 on Thr55, which leads to dissociation of [TF] from the [TG] promoter.	p53	p21	7157	1026	863	876			0.9908540222189908	Valid	0.9898150831893046;0.0049212037663189856;0.0052637130443764215	UNDEFINED	24289924	24289924|6|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
612802	PMID:17012228:pubtator_title_and_abstract:06d767fe854e0a63101e6bc244354309:7:SUMO-2/3GG:p21:847:802	The senescence pathway protein [TG] was up-regulated in cells overexpressing [TF].	SUMO-2/3GG	p21	6612;6613	1026	847	802			0.9908538915000972	Valid	0.004434393219715215;0.9939025495160764;0.0016630572642084046	ACTIVATION	17012228	17012228|7|6612;6613|644914	False	SUMO3;SUMO2	9606;9606	CDKN1A	9606	-;coTF	p21_to_CDKN1A
782281	PMID:28466784:pubtator_title_and_abstract:2f3a010a4212bca43c228525a6dc448a:7:enhancer of zeste homolog 2:p21:1059:1105	Moreover, urothelial carcinoma-associated 1 was found to be associated with [TF], which suppressed [TG] expression through histone methylation (H3K27me3) on p21 promoter.	enhancer of zeste homolog 2	p21	2146	1026	1059	1105			0.9908531211933228	Valid	0.006547473840624803;0.02086481901704493;0.9725877071423302	REPRESSION	28466784	28466784|7|2146|644914	False	EZH2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
93199	PMID:30541550:pubtator_title_and_abstract:84fb21d580b60ddc6c042194ba188528:14:TRIB2:p21:1879:1962	CONCLUSION: These data demonstrate that [TF] suppresses cellular senescence through interaction with AP4 to down-regulate [TG] expression.	TRIB2	p21	28951	1026	1879	1962			0.9908493259811108	Valid	0.001193884430425744;0.003315542475970628;0.9954905730936037	REPRESSION	30541550	30541550|14|28951|644914	False	TRIB2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
975367	PMID:23787902:pubtator_title_and_abstract:163f187385de82ba68447989e5e0e36d:9:DACH1:p21:1054:1123	Ectopic expression of [TF] enhanced chemosensitivity to 5-fluorouracil (5-FU) by inducing [TG] expression in HCC cells.	DACH1	p21	1602	1026	1054	1123			0.990846439624974	Valid	0.002160024718818557;0.9966326306920219;0.0012073445891596028	ACTIVATION	23787902	23787902|9|1602|644914	False	DACH1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
145187	PMID:23946414:pubtator_title_and_abstract:e477456a96dcea8451026ee5c1adc664:7:NFIA:p21:970:1020	Subsequent analysis of [TF] function revealed that it directly represses [TG] and is required for tumorigenesis in a mouse neural stem cell model of glioma.	NFIA	p21	18027	12575	970	1020			0.9908462633875036	Valid	0.0012914582540787588;0.0030236494229801316;0.9956848923229411	REPRESSION	23946414	23946414|7|18027|237052	False	Nfia	10090	Cdkn1a	10090	dbTF	p21_to_CDKN1A
942093	PMID:36399430:pubtator_title_and_abstract:5047c7d53a5b2a5b8bde6c4d9cb347d0:11:p53:p21:1353:1429	This led to the activation of [TF] signaling and the upregulated expression of downstream targets, such as [TG], Fas, PUMA, and Bax.	p53	p21	7157	1026	1353	1429			0.990844965830254	Valid	0.02301149147708324;0.9754428441946885;0.0015456643282283139	ACTIVATION	36399430	36399430|11|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
659450	PMID:30157475:pubtator_title_and_abstract:09303dc8350cb87e3efca2114030a09a:9:EZH2:p21:1302:1265	Moreover, SNHG6 repressed [TG] transcription through recruiting [TF] to the p21 promoter in colorectal cancer cells.	EZH2	p21	2146	1026	1302	1265			0.99084425642192	Valid	0.021110995751902034;0.019493506324453614;0.9593954979236443	REPRESSION	30157475	30157475|9|2146|644914	False	EZH2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
780345	PMID:14612439:pubtator_title_and_abstract:7203ae1b95d59952b39d37413c28e04c:8:EID-2:p21:829:959	Stable expression of [TF] in the TGF-beta1-responsive cell line inhibits endogenous Smad3-Smad4 complex formation and TGF-beta1-induced expression of [TG] and p15.	EID-2	p21	163126	1026	829	959			0.9908434539462424	Valid	0.00421472788624385;0.0033836605533270254;0.9924016115604292	REPRESSION	14612439	14612439|8|163126|644914	False	EID2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
922031	PMID:18632985:pubtator_title_and_abstract:821b503604f945f49bf2282292d25d25:11:HDAC4:p21:1523:1545	Chromatin immunoprecipitation (ChIP) and sequential ChIP analyses demonstrated Sp1-dependent binding of [TF] to the proximal [TG] promoter, likely directed through the HDAC4-HDAC3-N-CoR/SMRT corepressor complex.	HDAC4	p21	9759	1026	1523	1545			0.9908429185632062	Valid	0.9970813931550949;0.0007778609109132349;0.00214074593399194	UNDEFINED	18632985	18632985|11|9759|644914	False	HDAC4	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
744211	PMID:26592665:pubtator_title_and_abstract:1429bb6ffe0ae093fa1a101c8054655b:6:AKT:p21:828:914	Furthermore, specific inhibition of [TF] with triciribine or knockdown of MDM2 with small interfering RNA largely restored [TG] expression in PSMC5-knockdown H460 cells.	AKT	p21	207	1026	828	914			0.9908427465851044	Valid	0.009968359828859456;0.031374297516738155;0.9586573426544024	REPRESSION	26592665	26592665|6|207|644914	False	AKT1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
1015388	PMID:11821415:pubtator_title_and_abstract:1d47003aef884bf43e2331afcfd0521a:8:ERK:p21:962:1008	Inhibition of [TF] activation by PD98059 or U0126 attenuated [TG](CIP1) induction, resulting in partial release of the G(2)/M cell cycle arrest induced by ETOP.	ERK	p21	5594	1026	962	1008			0.9908423950475826	Valid	0.001389127322615578;0.9953868569888381;0.0032240156885463157	ACTIVATION	11821415	11821415|8|5594|644914	False	MAPK1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
71027	PMID:28903375:pubtator_title_and_abstract:5acc9e2357f2db120a3640102fc65f72:7:YY2:p21:803:821	Furthermore, we found that [TF] regulation on [TG] occurs p53-dependently.	YY2	p21	404281	1026	803	821			0.9908413425183876	Valid	0.9979928595460844;0.0010343984523187117;0.0009727420015969657	UNDEFINED	28903375	28903375|7|404281|644914	False	YY2	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
884533	PMID:23178569:pubtator_title_and_abstract:ed777a8f60a79ad35e8c96e5bc47020e:6:p65:p21:778:861	Molecularly, we found that TNFalpha induced an interaction between FOXP3 and [TF], which in turn drive the FOXP3 away from the promoter of the well known target [TG].	p65	p21	5970	1026	778	861			0.9908330630608122	Valid	0.833081406684735;0.031094482959065653;0.13582411035619935	UNDEFINED	23178569	23178569|6|5970|644914	False	RELA	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
202279	PMID:23159636:pubtator_title_and_abstract:b66ee5d70b1731ff3246f202b6929407:7:p53:p21:941:970	Silencing of PIRH2 up-regulates [TF], which in turn activates [TG] transcription.	p53	p21	7157	1026	941	970			0.9908330489848362	Valid	0.00445203078794882;0.9851164601995294;0.010431509012521876	ACTIVATION	23159636	23159636|7|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
265477	PMID:15280358:pubtator_title_and_abstract:2cacf40136cb4304ef5c5d726042738c:9:TBP:p21:1149:1183	Chromatin immunoprecipitation experiments suggest that ZNF76 prevents [TF] from occupying the endogenous [TG] promoter.	TBP	p21	6908	1026	1149	1183			0.990830694747302	Valid	0.9953716578299981;0.0032141549527968287;0.0014141872172050132	UNDEFINED	15280358	15280358|9|6908|644914	False	TBP	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
633687	PMID:19383287:pubtator_title_and_abstract:e3450ee223b311887c0bb8c3e443dca4:7:Meox2:p21:752:833	We show that [TF] can form protein complexes with Smads leading to cooperative regulation of [TG] gene expression.	Meox2	p21	4223	1026	752	833			0.9908305127941708	Valid	0.9973825251564977;0.001680048400928295;0.0009374264425739952	UNDEFINED	19383287	19383287|7|4223|644914	False	MEOX2	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
708421	PMID:18813348:pubtator_title_and_abstract:89a8eefe79c94d2e6df936fc83926d0d:7:Hsf1:p21:910:1036	Suppression of [TF] in A1-5 cells with quercetin or an Hsf1 siRNA reduced p53 nuclear importation and inhibited p53-mediated activation of a [TG] reporter.	Hsf1	p21	15499	1026	910	1036			0.990829780613272	Valid	0.0012688589802731874;0.9957955107241844;0.0029356302955424783	ACTIVATION	18813348	18813348|7|15499|644914	False	Hsf1	10090	CDKN1A	9606	dbTF	p21_to_CDKN1A
866246	PMID:24589735:pubtator_title_and_abstract:8f2b73d1a3b98e85a6ed965d3c6ee1be:9:dux4:p21:936:949	Mutation of Sp1 binding site decreased [TF] induced [TG] promoter activation.	dux4	p21	100288687	1026	936	949			0.9908290147940612	Valid	0.002255635609192467;0.995738826255959;0.002005538134848464	ACTIVATION	24589735	24589735|9|100288687|644914	False	DUX4	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
740896	PMID:10347180:pubtator_title_and_abstract:f360e32a2bd8e072e906bff3d3dc1b50:7:p53:p21:953:985	In p53-deficient osteosarcoma SAOS-2 cells, necdin markedly suppressed [TF]-dependent activation of the [TG]/WAF promoter.	p53	p21	7157	1026	953	985			0.9908286031535952	Valid	0.0021783886744075444;0.9967612198832138;0.0010603914423787662	ACTIVATION	10347180	10347180|7|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
900877	PMID:28721450:pubtator_title_and_abstract:2e4499dd9221d6cca3c9306939dd7e4b:0:Bmal1:p21:10:25	Smad3 and [TF] regulate [TG] and S100A4 expression in myocardial stromal fibroblasts via TNF-alpha.	Bmal1	p21	406	1026	10	25			0.9908284709914584	Valid	0.9970645899023506;0.0013447162006749846;0.001590693896974385	UNDEFINED	28721450	28721450|0|406|644914	False	BMAL1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
708189	PMID:24711418:pubtator_title_and_abstract:4bbf672ef278756e7607ba38acf8851d:7:p53:p21:815:859	PP4 dephosphorylates Kruppel-associated box domain-associated protein 1-S473 to repress [TF]-dependent transcriptional activation of [TG] when the DDR is silenced.	p53	p21	7157	1026	815	859			0.990827303116153	Valid	0.0025621604611742992;0.9936225350716746;0.0038153044671511032	ACTIVATION	24711418	24711418|7|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
708495	PMID:12681065:pubtator_title_and_abstract:a9c514098a089ebd8a6899e2044c3f6c:5:p53:p21:638:668	Exogenous [TF] protein also up-regulated [TG] promoter driving luciferase expression, comparing to the control group (0.47 x 10(5)), the relative luciferase activity increased (5.63 x 10(5)) obviously (t = 10.12, P<0.01).	p53	p21	7157	1026	638	668			0.9908264818317508	Valid	0.002106361661400964;0.9960532875910901;0.0018403507475087755	ACTIVATION	12681065	12681065|5|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
746174	PMID:26187313:pubtator_title_and_abstract:d8a52c32a7e9186f280a2e8454a9b045:7:TGF-beta:p21:1069:1009	Results from the present study show that [TG] expression and cell growth were reduced by knockdown of [TF] signaling components using siRNA in MDA-MB231 and A549 cells.	TGF-beta	p21	7040	1026	1069	1009			0.9908197354427108	Valid	0.001998954627269495;0.9927194643652879;0.005281581007442542	ACTIVATION	26187313	26187313|7|7040|644914	False	TGFB1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
191506	PMID:11511360:pubtator_title_and_abstract:bc15e4b68610e9cc038600e79d761980:6:p300:p21:699:744	Instead, [TF] acetylates p53-bound nucleosomes in the [TG] promoter with spreading to the TATA box.	p300	p21	2033	1026	699	744			0.9908163755912088	Valid	0.9878234534787695;0.008920179769884483;0.003256366751346008	UNDEFINED	11511360	11511360|6|2033|644914	False	EP300	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
742729	PMID:31105851:pubtator_title_and_abstract:4bd22fa11c6fa045b961ce1b5ac76cc6:8:EZH2:p21:910:891	By using chromatin immunoprecipitation and luciferase reporter assay, we identified TP73-AS1 epigenetically repressed [TG] via recruiting [TF].	EZH2	p21	2146	1026	910	891			0.9908148611992988	Valid	0.027521295807814976;0.023197568672722522;0.9492811355194625	REPRESSION	31105851	31105851|8|2146|644914	False	EZH2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
194319	PMID:24896240:pubtator_title_and_abstract:5fab0a6ad33ee3037963b14fcbd0d95c:12:HDAC4:p21:1372:1454	We demonstrated that [TF] promotes gastric cancer cell progression mediated through the repression of [TG].	HDAC4	p21	9759	1026	1372	1454			0.9908140496611496	Valid	0.0013921037872802427;0.0027765690314189976;0.9958313271813007	REPRESSION	24896240	24896240|12|9759|644914	False	HDAC4	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
