Gene ID	TF type	Symbol	TaxID	GO:0003700	GO:0003712	GO:0001098	GO:0002039	GO:0008134	GO:0042393	GO:0046332	GO:0006325	GO:0140993	GO:0006355	lambert_2018.present	Lovering_2021.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus_cofactors.present	tcof_cotf_human.present	tcof_cotf_mouse.present	TFclass_human	TFclass_mouse	TFclass_rat	updated TF type	In ExTRI	human_gene_ID	human_symbol	hgnc_id
498607	dbTF	Mef2b	10116																				TFclass_rat.present	dbTF	True	100271849	MEF2B	HGNC:6995
100271849	dbTF	MEF2B	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	100271849	MEF2B	HGNC:6995
17260	dbTF	Mef2c	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	4208	MEF2C	HGNC:6996
499497	dbTF	Mef2c	10116	GO:0000981;GO:0001228;GO:0003700				GO:0061629;GO:0140297					GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944										TFclass_rat.present	dbTF	True	4208	MEF2C	HGNC:6996
4208	dbTF	MEF2C	9606	GO:0000981;GO:0001228;GO:0003700				GO:0061629;GO:0140297					GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4208	MEF2C	HGNC:6996
17261	dbTF	Mef2d	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	4209	MEF2D	HGNC:6997
81518	dbTF	Mef2d	10116	GO:0000981;GO:0001228;GO:0003700				GO:0061629;GO:0140297					GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944										TFclass_rat.present	dbTF	True	4209	MEF2D	HGNC:6997
4209	dbTF	MEF2D	9606	GO:0000981;GO:0003700				GO:0061629;GO:0140297					GO:0000981;GO:0003700;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4209	MEF2D	HGNC:6997
17268	dbTF	Meis1	10090	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	4211	MEIS1	HGNC:7000
4211	dbTF	MEIS1	9606	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4211	MEIS1	HGNC:7000
17536	dbTF	Meis2	10090	GO:0000981;GO:0001228				GO:0008134					GO:0000981;GO:0001228;GO:0006355;GO:0045944									TFclass_mouse.present		dbTF	True	4212	MEIS2	HGNC:7001
4212	dbTF	MEIS2	9606	GO:0000981;GO:0001228				GO:0008134					GO:0000122;GO:0000981;GO:0001228;GO:0006355;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4212	MEIS2	HGNC:7001
17537	dbTF	Meis3	10090	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0045944									TFclass_mouse.present		dbTF	True	56917	MEIS3	HGNC:29537
56917	dbTF	MEIS3	9606	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	56917	MEIS3	HGNC:29537
17283	coTF	Men1	10090	GO:0001216							GO:0006325;GO:0006338;GO:0045815		GO:0000122;GO:0001216;GO:0006357;GO:0045892;GO:0045893;GO:0045944				animal_tfdb_Mus_musculus_cofactors							dbTF	True	4221	MEN1	HGNC:7010
29417	coTF	Men1	10116	GO:0001216						GO:0070412	GO:0006325;GO:0006338;GO:0045815		GO:0000122;GO:0001216;GO:0006357;GO:0045892;GO:0045893;GO:0045944					animal_tfdb_Rattus_norvegicus_cofactors						dbTF	True	4221	MEN1	HGNC:7010
17285	dbTF	Meox1	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	4222	MEOX1	HGNC:7013
363684	dbTF	Meox1	10116																				TFclass_rat.present	dbTF	True	4222	MEOX1	HGNC:7013
4222	dbTF	MEOX1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4222	MEOX1	HGNC:7013
17286	dbTF	Meox2	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	4223	MEOX2	HGNC:7014
29279	dbTF	Meox2	10116	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944										TFclass_rat.present	dbTF	True	4223	MEOX2	HGNC:7014
4223	dbTF	MEOX2	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4223	MEOX2	HGNC:7014
17292	dbTF	Mesp1	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006357;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	55897	MESP1	HGNC:29658
55897	dbTF	MESP1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006357;GO:0045892;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	55897	MESP1	HGNC:29658
17293	dbTF	Mesp2	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	145873	MESP2	HGNC:29659
145873	dbTF	MESP2	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	145873	MESP2	HGNC:29659
29808	dbTF	Mga	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	23269	MGA	HGNC:14010
23269	dbTF	MGA	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045893	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	23269	MGA	HGNC:14010
71148	dbTF	Mier1	10090		GO:0003714						GO:0004407;GO:0006338	GO:0004407	GO:0000122;GO:0003714;GO:0006355									TFclass_mouse.present		dbTF	True	57708	MIER1	HGNC:29657
57708	dbTF	MIER1	9606		GO:0003714						GO:0004407;GO:0006338	GO:0004407	GO:0000122;GO:0003714;GO:0006355								TFclass_human.present			dbTF	True	57708	MIER1	HGNC:29657
166968	dbTF	MIER3	9606		GO:0003714						GO:0004407	GO:0004407	GO:0000122;GO:0003714								TFclass_human.present			dbTF	True	166968	MIER3	HGNC:26678
17342	dbTF	Mitf	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:2000144									TFclass_mouse.present		dbTF	True	4286	MITF	HGNC:7105
25094	dbTF	Mitf	10116	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:2000144										TFclass_rat.present	dbTF	True	4286	MITF	HGNC:7105
4286	dbTF	MITF	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:2000144	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4286	MITF	HGNC:7105
27217	dbTF	Mixl1	10090	GO:0000981;GO:0001228				GO:0061629					GO:0000981;GO:0001228;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	83881	MIXL1	HGNC:13363
83881	dbTF	MIXL1	9606	GO:0000981;GO:0001228				GO:0061629					GO:0000981;GO:0001228;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	83881	MIXL1	HGNC:13363
210719	dbTF	Mkx	10090	GO:0000981;GO:0001227;GO:0001228				GO:0061629					GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	283078	MKX	HGNC:23729
291228	dbTF	Mkx	10116																				TFclass_rat.present	dbTF	True	283078	MKX	HGNC:23729
283078	dbTF	MKX	9606	GO:0000981									GO:0000981;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	283078	MKX	HGNC:23729
21428	dbTF	Mlx	10090	GO:0003700				GO:0061629					GO:0000122;GO:0000432;GO:0001227;GO:0003700;GO:0045892;GO:0045944									TFclass_mouse.present		dbTF	True	6945	MLX	HGNC:11645
360631	dbTF	Mlx	10116																				TFclass_rat.present	dbTF	True	6945	MLX	HGNC:11645
6945	dbTF	MLX	9606	GO:0000981;GO:0001227;GO:0003700				GO:0061629					GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	6945	MLX	HGNC:11645
22877	dbTF	MLXIP	9606	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	22877	MLXIP	HGNC:17055
58805	dbTF	Mlxipl	10090	GO:0000981;GO:0001216;GO:0001227;GO:0001228;GO:0003700				GO:0061629;GO:0140297					GO:0000122;GO:0000432;GO:0000981;GO:0001216;GO:0001227;GO:0001228;GO:0003700;GO:0006357;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	51085	MLXIPL	HGNC:12744
51085	dbTF	MLXIPL	9606	GO:0000981;GO:0001216;GO:0001227;GO:0001228;GO:0003700				GO:0061629;GO:0140297					GO:0000122;GO:0000432;GO:0000981;GO:0001216;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	51085	MLXIPL	HGNC:12744
17428	dbTF	Mnt	10090	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	True	4335	MNT	HGNC:7188
287521	dbTF	Mnt	10116																				TFclass_rat.present	dbTF	True	4335	MNT	HGNC:7188
4335	dbTF	MNT	9606	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4335	MNT	HGNC:7188
15285	dbTF	Mnx1	10090	GO:0000981									GO:0000122;GO:0000981;GO:0001227;GO:0006355									TFclass_mouse.present		dbTF	True	3110	MNX1	HGNC:4979
3110	dbTF	MNX1	9606	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006355	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	3110	MNX1	HGNC:4979
223701	coTF	Mrtfa	10090	GO:0003700	GO:0003713								GO:0003700;GO:0003713;GO:0006357;GO:0045893;GO:0045944;GO:1902895				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				dbTF	True	57591	MRTFA	HGNC:14334
17681	dbTF	Msc	10090	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006357									TFclass_mouse.present		dbTF	True	9242	MSC	HGNC:7321
312897	dbTF	Msc	10116																				TFclass_rat.present	dbTF	True	9242	MSC	HGNC:7321
9242	dbTF	MSC	9606	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	9242	MSC	HGNC:7321
56184	dbTF	Msgn1	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	343930	MSGN1	HGNC:14907
343930	dbTF	MSGN1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	343930	MSGN1	HGNC:14907
17701	dbTF	Msx1	10090	GO:0000981;GO:0001227;GO:0001228			GO:0002039						GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0006355;GO:0006357;GO:0045892;GO:0045944									TFclass_mouse.present		dbTF	True	4487	MSX1	HGNC:7391
81710	dbTF	Msx1	10116																				TFclass_rat.present	dbTF	True	4487	MSX1	HGNC:7391
4487	dbTF	MSX1	9606	GO:0000981;GO:0001227;GO:0001228			GO:0002039						GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0006355;GO:0006357;GO:0045892;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4487	MSX1	HGNC:7391
17702	dbTF	Msx2	10090	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006355;GO:0006357;GO:0045892									TFclass_mouse.present		dbTF	True	4488	MSX2	HGNC:7392
25483	dbTF	Msx2	10116	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006355;GO:0006357;GO:0045892										TFclass_rat.present	dbTF	True	4488	MSX2	HGNC:7392
4488	dbTF	MSX2	9606	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006355;GO:0006357;GO:0045892	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4488	MSX2	HGNC:7392
116870	dbTF	Mta1	10090		GO:0003713;GO:0003714						GO:0006338;GO:0045814		GO:0000122;GO:0003713;GO:0003714;GO:0006355;GO:0045892;GO:0045893									TFclass_mouse.present		dbTF	True	9112	MTA1	HGNC:7410
64520	dbTF	Mta1	10116		GO:0003713;GO:0003714			GO:0061629			GO:0006338;GO:0045814		GO:0000122;GO:0003713;GO:0003714;GO:0006355;GO:0045893										TFclass_rat.present	dbTF	True	9112	MTA1	HGNC:7410
9112	dbTF	MTA1	9606		GO:0003713;GO:0003714			GO:0061629			GO:0006338;GO:0045814		GO:0000122;GO:0003713;GO:0003714;GO:0006355;GO:0045892;GO:0045893								TFclass_human.present			dbTF	True	9112	MTA1	HGNC:7410
23942	dbTF	Mta2	10090		GO:0003712;GO:0003713;GO:0003714			GO:0061629;GO:0140297			GO:0004407;GO:0006338;GO:0071514	GO:0004407	GO:0000122;GO:0003713;GO:0003714;GO:0006355;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	9219	MTA2	HGNC:7411
9219	dbTF	MTA2	9606		GO:0003712;GO:0003713;GO:0003714			GO:0061629;GO:0140297			GO:0004407;GO:0006325;GO:0006338;GO:0071514	GO:0004407	GO:0000122;GO:0003713;GO:0003714;GO:0006355;GO:0045892;GO:0045893;GO:0045944								TFclass_human.present			dbTF	True	9219	MTA2	HGNC:7411
116871	dbTF	Mta3	10090		GO:0003713;GO:0003714						GO:0006338		GO:0000122;GO:0003713;GO:0003714;GO:0006355;GO:0045892;GO:0045893									TFclass_mouse.present		dbTF	True	57504	MTA3	HGNC:23784
57504	dbTF	MTA3	9606		GO:0003713;GO:0003714						GO:0006338		GO:0000122;GO:0003713;GO:0003714;GO:0006355;GO:0045892;GO:0045893								TFclass_human.present			dbTF	True	57504	MTA3	HGNC:23784
7978	dbTF	MTERF1	9606											lambert_2018										dbTF	True	7978	MTERF1	HGNC:21463
80298	dbTF	MTERF2	9606											lambert_2018										dbTF	True	80298	MTERF2	HGNC:30779
51001	dbTF	MTERF3	9606										GO:0006355;GO:0045892;GO:1903108	lambert_2018										dbTF	True	51001	MTERF3	HGNC:24258
17764	dbTF	Mtf1	10090	GO:0001228;GO:0003700									GO:0001228;GO:0003700;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	4520	MTF1	HGNC:7428
362591	dbTF	Mtf1	10116																				TFclass_rat.present	dbTF	True	4520	MTF1	HGNC:7428
4520	dbTF	MTF1	9606	GO:0001228;GO:0003700									GO:0001228;GO:0003700;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4520	MTF1	HGNC:7428
22823	dbTF	MTF2	9606					GO:0001222			GO:0006325;GO:0040029;GO:0045814;GO:0140003			lambert_2018		animal_tfdb_Homo_sapiens_cofactors								dbTF	True	22823	MTF2	HGNC:29535
17119	dbTF	Mxd1	10090	GO:0000981									GO:0000122;GO:0000981;GO:0001227;GO:0006357									TFclass_mouse.present		dbTF	True	4084	MXD1	HGNC:6761
4084	dbTF	MXD1	9606	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4084	MXD1	HGNC:6761
17121	dbTF	Mxd3	10090	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006357;GO:0045892									TFclass_mouse.present		dbTF	True	83463	MXD3	HGNC:14008
83463	dbTF	MXD3	9606	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006357;GO:0045892	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	83463	MXD3	HGNC:14008
17122	dbTF	Mxd4	10090	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006357;GO:0045892									TFclass_mouse.present		dbTF	True	10608	MXD4	HGNC:13906
10608	dbTF	MXD4	9606	GO:0000981									GO:0000122;GO:0000981;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	10608	MXD4	HGNC:13906
17859	dbTF	Mxi1	10090	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	True	4601	MXI1	HGNC:7534
25701	dbTF	Mxi1	10116	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006355;GO:0006357										TFclass_rat.present	dbTF	True	4601	MXI1	HGNC:7534
4601	dbTF	MXI1	9606	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4601	MXI1	HGNC:7534
17863	dbTF	Myb	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045892;GO:0045893;GO:0045944;GO:1902895									TFclass_mouse.present		dbTF	True	4602	MYB	HGNC:7545
4602	dbTF	MYB	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045892;GO:0045893;GO:0045944;GO:1902895	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4602	MYB	HGNC:7545
17864	dbTF	Mybl1	10090	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0045944;GO:0140543									TFclass_mouse.present		dbTF	True	4603	MYBL1	HGNC:7547
4603	dbTF	MYBL1	9606	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0045893;GO:0045944;GO:0140543	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4603	MYBL1	HGNC:7547
17865	dbTF	Mybl2	10090	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0045944									TFclass_mouse.present		dbTF	True	4605	MYBL2	HGNC:7548
296344	dbTF	Mybl2	10116																				TFclass_rat.present	dbTF	True	4605	MYBL2	HGNC:7548
4605	dbTF	MYBL2	9606	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4605	MYBL2	HGNC:7548
17869	dbTF	Myc	10090	GO:0000981;GO:0001227;GO:0001228;GO:0003700				GO:0001221;GO:0140297			GO:0006338;GO:0044027		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:0060261;GO:0060633;GO:1902895									TFclass_mouse.present		dbTF	True	4609	MYC	HGNC:7553
24577	dbTF	Myc	10116	GO:0000981;GO:0001227;GO:0001228;GO:0003700				GO:0001221;GO:0140297			GO:0006338;GO:0044027		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:0060261;GO:0060633;GO:1902895										TFclass_rat.present	dbTF	True	4609	MYC	HGNC:7553
4609	dbTF	MYC	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700				GO:0001221;GO:0140297			GO:0006338;GO:0044027		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:0060261;GO:0060633;GO:1902895	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4609	MYC	HGNC:7553
16918	dbTF	Mycl	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	True	4610	MYCL	HGNC:7555
4610	dbTF	MYCL	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4610	MYCL	HGNC:7555
18109	dbTF	Mycn	10090	GO:0000981;GO:0001228;GO:0003700							GO:0141068		GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	4613	MYCN	HGNC:7559
298894	dbTF	Mycn	10116	GO:0000981;GO:0001228;GO:0003700							GO:0141068		GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944										TFclass_rat.present	dbTF	True	4613	MYCN	HGNC:7559
4613	dbTF	MYCN	9606	GO:0000981;GO:0001228;GO:0003700							GO:0141068		GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1902895	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4613	MYCN	HGNC:7559
17876	dbTF	Myef2	10090	GO:0001227									GO:0000122;GO:0001227											dbTF	True	50804	MYEF2	HGNC:17940
17877	dbTF	Myf5	10090	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	4617	MYF5	HGNC:7565
299766	dbTF	Myf5	10116																				TFclass_rat.present	dbTF	True	4617	MYF5	HGNC:7565
4617	dbTF	MYF5	9606	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4617	MYF5	HGNC:7565
17878	dbTF	Myf6	10090	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	4618	MYF6	HGNC:7566
4618	dbTF	MYF6	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4618	MYF6	HGNC:7566
17927	dbTF	Myod1	10090	GO:0000981;GO:0001216;GO:0001228;GO:0003700				GO:0016922;GO:0043425;GO:0061629					GO:0000981;GO:0001216;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1905382									TFclass_mouse.present		dbTF	True	4654	MYOD1	HGNC:7611
337868	dbTF	Myod1	10116	GO:0000981;GO:0001216;GO:0001228;GO:0003700				GO:0016922;GO:0043425;GO:0061629					GO:0000981;GO:0001216;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1905382										TFclass_rat.present	dbTF	True	4654	MYOD1	HGNC:7611
4654	dbTF	MYOD1	9606	GO:0000981;GO:0001216;GO:0001228;GO:0003700				GO:0016922;GO:0043425;GO:0061629					GO:0000981;GO:0001216;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1905382	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4654	MYOD1	HGNC:7611
17928	dbTF	Myog	10090	GO:0000981;GO:0001216;GO:0001228;GO:0003700									GO:0000981;GO:0001216;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	True	4656	MYOG	HGNC:7612
29148	dbTF	Myog	10116	GO:0000981;GO:0001216;GO:0001228;GO:0003700									GO:0000981;GO:0001216;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944										TFclass_rat.present	dbTF	True	4656	MYOG	HGNC:7612
4656	dbTF	MYOG	9606	GO:0000981;GO:0001216;GO:0001228;GO:0003700									GO:0000981;GO:0001216;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4656	MYOG	HGNC:7612
225908	dbTF	Myrf	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045893									TFclass_mouse.present		dbTF	True	745	MYRF	HGNC:1181
293736	dbTF	Myrf	10116																				TFclass_rat.present	dbTF	True	745	MYRF	HGNC:1181
745	dbTF	MYRF	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045893	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	745	MYRF	HGNC:1181
114803	dbTF	MYSM1	9606		GO:0003713				GO:0042393		GO:0006325;GO:0006338;GO:0140950	GO:0140950	GO:0003713;GO:0045944	lambert_2018										dbTF	True	114803	MYSM1	HGNC:29401
17932	dbTF	Myt1	10090	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	4661	MYT1	HGNC:7622
362291	dbTF	Myt1	10116																				TFclass_rat.present	dbTF	True	4661	MYT1	HGNC:7622
4661	dbTF	MYT1	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	4661	MYT1	HGNC:7622
17933	dbTF	Myt1l	10090	GO:0000981;GO:0001227;GO:0001228;GO:0003700	GO:0003713								GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0003713;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	True	23040	MYT1L	HGNC:7623
116668	dbTF	Myt1l	10116	GO:0000981;GO:0001227;GO:0001228;GO:0003700	GO:0003713								GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0003713;GO:0006355;GO:0006357;GO:0045944										TFclass_rat.present	dbTF	True	23040	MYT1L	HGNC:7623
23040	dbTF	MYT1L	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700	GO:0003713								GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0003713;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	True	23040	MYT1L	HGNC:7623
