Gene ID	Symbol	TaxID	GO:0003700	GO:0003712	GO:0001098	GO:0002039	GO:0008134	GO:0042393	GO:0046332	GO:0006325	GO:0140993	GO:0006355	lambert_2018.present	Lovering_2021.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus_cofactors.present	tcof_cotf_human.present	tcof_cotf_mouse.present	TFclass_human	TFclass_mouse	TFclass_rat	TF type	human_entrez_gene	hgnc_id	human_symbol
303398	Tbx2	10116																				TFclass_rat.present	dbTF	8220;6909	HGNC:16817;HGNC:11597	ESS2;TBX2
80712	ESX1	9606	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006355;GO:0006357;GO:0045892	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	80712	HGNC:14865	ESX1
23871	Ets1	10090	GO:0000981;GO:0003700				GO:0140297					GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1902895									TFclass_mouse.present		dbTF	2113	HGNC:3488	ETS1
24356	Ets1	10116	GO:0000981;GO:0001228;GO:0003700				GO:0001222;GO:0061629;GO:0140297					GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1902895										TFclass_rat.present	dbTF	2113	HGNC:3488	ETS1
2113	ETS1	9606	GO:0000981;GO:0001228;GO:0003700				GO:0001222;GO:0061629					GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1902895	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2113	HGNC:3488	ETS1
23872	Ets2	10090	GO:0000981;GO:0001227;GO:0003700				GO:0035259;GO:0061629					GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	2114	HGNC:3489	ETS2
2114	ETS2	9606	GO:0000981;GO:0001227;GO:0003700				GO:0035259;GO:0061629					GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2114	HGNC:3489	ETS2
304063	Ets2	10116																				TFclass_rat.present	dbTF	2114;3242	HGNC:3489;HGNC:5147	ETS2;HPD
14009	Etv1	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2115	HGNC:3490	ETV1
2115	ETV1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2115	HGNC:3490	ETV1
14008	Etv2	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	2116	HGNC:3491	ETV2
2116	ETV2	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2116	HGNC:3491	ETV2
27049	Etv3	10090	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	2117	HGNC:3492	ETV3
2117	ETV3	9606	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2117	HGNC:3492	ETV3
440695	ETV3L	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	440695	HGNC:33834	ETV3L
18612	Etv4	10090	GO:0000981;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2118	HGNC:3493	ETV4
2118	ETV4	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2118	HGNC:3493	ETV4
360635	Etv4	10116																				TFclass_rat.present	dbTF	2118;57466	HGNC:3493;HGNC:19304	ETV4;SCAF4
104156	Etv5	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2119	HGNC:3494	ETV5
2119	ETV5	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2119	HGNC:3494	ETV5
303828	Etv5	10116																				TFclass_rat.present	dbTF	2119;84530	HGNC:3494;HGNC:29389	ETV5;SRRM4
14011	Etv6	10090	GO:0000981;GO:0001227;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	2120	HGNC:3495	ETV6
2120	ETV6	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2120	HGNC:3495	ETV6
51513	ETV7	9606	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	51513	HGNC:18160	ETV7
14028	Evx1	10090	GO:0000981									GO:0000981;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	2128	HGNC:3506	EVX1
2128	EVX1	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2128	HGNC:3506	EVX1
14029	Evx2	10090	GO:0000981									GO:0000981;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	344191	HGNC:3507	EVX2
344191	EVX2	9606	GO:0000981									GO:0000981;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	344191	HGNC:3507	EVX2
311604	Zhx3	10116	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006357;GO:0045892										TFclass_rat.present	dbTF	51307;23051	HGNC:1336;HGNC:15935	FAM53C;ZHX3
54620	FBXL19	9606		GO:0003712						GO:0006338;GO:0032452	GO:0032452	GO:0006357	lambert_2018										dbTF	54620	HGNC:25300	FBXL19
114502	Pax3	10116																				TFclass_rat.present	dbTF	6468;5077;5081	HGNC:10847;HGNC:8617;HGNC:8621	FBXW4;PAX3;PAX7
114712	Ferd3l	10090	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006357;GO:0045892									TFclass_mouse.present		dbTF	222894	HGNC:16660	FERD3L
246271	Fev	10116	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944										TFclass_rat.present	dbTF	54738	HGNC:18562	FEV
54738	FEV	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	54738	HGNC:18562	FEV
73191	Fezf1	10090	GO:0001227;GO:0003700									GO:0000122;GO:0001227;GO:0003700;GO:0006357;GO:0045893									TFclass_mouse.present		dbTF	389549	HGNC:22788	FEZF1
389549	FEZF1	9606	GO:0001227;GO:0003700									GO:0000122;GO:0001227;GO:0003700;GO:0006357;GO:0045893	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	389549	HGNC:22788	FEZF1
55079	FEZF2	9606	GO:0001227;GO:0001228									GO:0000122;GO:0001227;GO:0001228;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	55079	HGNC:13506	FEZF2
54713	Fezf2	10090	GO:0000981;GO:0001227;GO:0001228									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0006355;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	55079;2738;127665	HGNC:13506;HGNC:4320;HGNC:18190	FEZF2;GLI4;ZNF648
26910	Figla	10090	GO:0000981;GO:0001228				GO:0043425					GO:0000981;GO:0001228;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	344018	HGNC:24669	FIGLA
344018	FIGLA	9606	GO:0000981;GO:0001228				GO:0043425					GO:0000981;GO:0001228;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	344018	HGNC:24669	FIGLA
23877	Fiz1	10090		GO:0003713			GO:0061629					GO:0003713;GO:0045944									TFclass_mouse.present		dbTF	84922	HGNC:25917	FIZ1
84922	FIZ1	9606		GO:0003713			GO:0061629					GO:0003713;GO:0045944	lambert_2018							TFclass_human.present			dbTF	84922	HGNC:25917	FIZ1
14247	Fli1	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2313	HGNC:3749	FLI1
315532	Fli1	10116																				TFclass_rat.present	dbTF	2313	HGNC:3749	FLI1
2313	FLI1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2313	HGNC:3749	FLI1
84256	FLYWCH1	9606		GO:0003714			GO:0001223					GO:0000122;GO:0003714	lambert_2018										dbTF	84256	HGNC:25404	FLYWCH1
14281	Fos	10090	GO:0000981;GO:0001228;GO:0003700				GO:0001221;GO:0061629		GO:0070412			GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1902895									TFclass_mouse.present		dbTF	2353	HGNC:3796	FOS
314322	Fos	10116	GO:0000981;GO:0001228;GO:0003700				GO:0001221;GO:0061629		GO:0070412			GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1902895										TFclass_rat.present	dbTF	2353	HGNC:3796	FOS
2353	FOS	9606	GO:0000981;GO:0001228;GO:0003700				GO:0001221;GO:0061629		GO:0070412			GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1902895	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2353	HGNC:3796	FOS
14282	Fosb	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	2354	HGNC:3797	FOSB
100360880	Fosb	10116	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944										TFclass_rat.present	dbTF	2354	HGNC:3797	FOSB
2354	FOSB	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2354	HGNC:3797	FOSB
14283	Fosl1	10090	GO:0000981;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944;GO:1902895;GO:2000144									TFclass_mouse.present		dbTF	8061	HGNC:13718	FOSL1
25445	Fosl1	10116	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944;GO:1902895;GO:2000144										TFclass_rat.present	dbTF	8061	HGNC:13718	FOSL1
8061	FOSL1	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:1902895;GO:2000144	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	8061	HGNC:13718	FOSL1
14284	Fosl2	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2355	HGNC:3798	FOSL2
25446	Fosl2	10116	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944											dbTF	2355	HGNC:3798	FOSL2
2355	FOSL2	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2355	HGNC:3798	FOSL2
15375	Foxa1	10090	GO:0000981;GO:0003700							GO:0006325;GO:0006338		GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	3169	HGNC:5021	FOXA1
3169	FOXA1	9606	GO:0000981;GO:0001228;GO:0003700							GO:0006325;GO:0006338		GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944;GO:0051091;GO:1902895	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	3169	HGNC:5021	FOXA1
25098	Foxa1	10116	GO:0000981;GO:0001228;GO:0003700				GO:0061629			GO:0006325;GO:0006338		GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944										TFclass_rat.present	dbTF	3169;23682	HGNC:5021;HGNC:9776	FOXA1;RAB38
15376	Foxa2	10090	GO:0000981;GO:0001227;GO:0001228;GO:0003700							GO:0006325		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0003714;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:0045945									TFclass_mouse.present		dbTF	3170	HGNC:5022	FOXA2
25099	Foxa2	10116	GO:0000981;GO:0001227;GO:0001228;GO:0003700	GO:0003714			GO:0061629		GO:0046332	GO:0006325		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0003714;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:0045945										TFclass_rat.present	dbTF	3170	HGNC:5022	FOXA2
3170	FOXA2	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700	GO:0003714			GO:0061629			GO:0006325		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0003714;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	3170	HGNC:5022	FOXA2
15377	Foxa3	10090	GO:0000981;GO:0003700							GO:0006325		GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	3171	HGNC:5023	FOXA3
3171	FOXA3	9606	GO:0000981;GO:0003700							GO:0006325		GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	3171	HGNC:5023	FOXA3
25100	Foxa3	10116	GO:0000981;GO:0003700							GO:0006325		GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045944										TFclass_rat.present	dbTF	3171;116238	HGNC:5023;HGNC:25177	FOXA3;TLCD1
64290	Foxb1	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	27023	HGNC:3799	FOXB1
442425	FOXB2	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	442425	HGNC:23315	FOXB2
17300	Foxc1	10090	GO:0000981;GO:0001228;GO:0003700				GO:0061629;GO:0140297					GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2296	HGNC:3800	FOXC1
364706	Foxc1	10116																				TFclass_rat.present	dbTF	2296	HGNC:3800	FOXC1
2296	FOXC1	9606	GO:0000981;GO:0001228;GO:0003700				GO:0061629;GO:0140297					GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2296	HGNC:3800	FOXC1
14234	Foxc2	10090	GO:0000981;GO:0001216;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001216;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2303	HGNC:3801	FOXC2
171356	Foxc2	10116	GO:0000981;GO:0001216;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001216;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944										TFclass_rat.present	dbTF	2303	HGNC:3801	FOXC2
2303	FOXC2	9606	GO:0000981;GO:0001216;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001216;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2303	HGNC:3801	FOXC2
15229	Foxd1	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045944									TFclass_mouse.present		dbTF	2297	HGNC:3802	FOXD1
2297	FOXD1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2297	HGNC:3802	FOXD1
17301	Foxd2	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	2306	HGNC:3803	FOXD2
2306	FOXD2	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2306	HGNC:3803	FOXD2
15221	Foxd3	10090	GO:0000981;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	27022	HGNC:3804	FOXD3
29203	Foxd3	10116	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045944											dbTF	27022	HGNC:3804	FOXD3
27022	FOXD3	9606	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	27022	HGNC:3804	FOXD3
2298	FOXD4	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2298	HGNC:3805	FOXD4
14237	Foxd4	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	2298;200350;286380;349334;653427;653404	HGNC:3805;HGNC:18521;HGNC:18523;HGNC:23762;HGNC:18522;HGNC:31986	FOXD4;FOXD4L1;FOXD4L3;FOXD4L4;FOXD4L5;FOXD4L6
200350	FOXD4L1	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	200350	HGNC:18521	FOXD4L1
2304	FOXE1	9606	GO:0000981;GO:0003700									GO:0000122;GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2304	HGNC:3806	FOXE1
30923	Foxe3	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	2304;2301	HGNC:3806;HGNC:3808	FOXE1;FOXE3
110805	Foxe1	10090	GO:0000981;GO:0003700									GO:0000122;GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893									TFclass_mouse.present		dbTF	2304;2301	HGNC:3806;HGNC:3808	FOXE1;FOXE3
171302	Foxe3	10116	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357										TFclass_rat.present	dbTF	2304;2301	HGNC:3806;HGNC:3808	FOXE1;FOXE3
192274	Foxe1	10116																				TFclass_rat.present	dbTF	2304;2301	HGNC:3806;HGNC:3808	FOXE1;FOXE3
2301	FOXE3	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2301	HGNC:3808	FOXE3
15227	Foxf1	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2294	HGNC:3809	FOXF1
687536	Foxf1	10116																				TFclass_rat.present	dbTF	2294	HGNC:3809	FOXF1
2294	FOXF1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2294	HGNC:3809	FOXF1
14238	Foxf2	10090	GO:0000981;GO:0001228;GO:0003700		GO:0001093		GO:0001093;GO:0140296					GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2295	HGNC:3810	FOXF2
2295	FOXF2	9606	GO:0000981;GO:0001228;GO:0003700		GO:0001093		GO:0001093;GO:0140296					GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2295	HGNC:3810	FOXF2
15228	Foxg1	10090	GO:0001227;GO:0003700									GO:0000122;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045892									TFclass_mouse.present		dbTF	2290	HGNC:3811	FOXG1
24370	Foxg1	10116	GO:0003700									GO:0000122;GO:0003700;GO:0006355;GO:0006357;GO:0045892										TFclass_rat.present	dbTF	2290	HGNC:3811	FOXG1
2290	FOXG1	9606	GO:0000981;GO:0003700									GO:0000122;GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045892	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2290	HGNC:3811	FOXG1
14106	Foxh1	10090	GO:0001228;GO:0003700	GO:0003714			GO:0043425;GO:0050681;GO:0140297		GO:0046332;GO:0070410;GO:0070412			GO:0000122;GO:0001228;GO:0003700;GO:0003714;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	8928	HGNC:3814	FOXH1
8928	FOXH1	9606	GO:0000981;GO:0001228;GO:0003700	GO:0003714			GO:0043425;GO:0050681;GO:0140297		GO:0046332;GO:0070410;GO:0070412			GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0003714;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	8928	HGNC:3814	FOXH1
14233	Foxi1	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2299	HGNC:3815	FOXI1
287185	Foxi1	10116																				TFclass_rat.present	dbTF	2299	HGNC:3815	FOXI1
2299	FOXI1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2299	HGNC:3815	FOXI1
270004	Foxi2	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	399823	HGNC:32448	FOXI2
59327	Twist2	10116	GO:0000981;GO:0003700									GO:0000122;GO:0000981;GO:0003700;GO:0006357;GO:0045892										TFclass_rat.present	dbTF	399823;7291;117581	HGNC:32448;HGNC:12428;HGNC:20670	FOXI2;TWIST1;TWIST2
232077	Foxi3	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	344167	HGNC:35123	FOXI3
344167	FOXI3	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021									dbTF	344167	HGNC:35123	FOXI3
15223	Foxj1	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	2302	HGNC:3816	FOXJ1
2302	FOXJ1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2302	HGNC:3816	FOXJ1
60611	Foxj2	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	55810	HGNC:24818	FOXJ2
502886	Foxj2	10116																				TFclass_rat.present	dbTF	55810	HGNC:24818	FOXJ2
55810	FOXJ2	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	55810	HGNC:24818	FOXJ2
230700	Foxj3	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	22887	HGNC:29178	FOXJ3
22887	FOXJ3	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	22887	HGNC:29178	FOXJ3
17425	Foxk1	10090	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893									TFclass_mouse.present		dbTF	221937	HGNC:23480	FOXK1
221937	FOXK1	9606	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	221937	HGNC:23480	FOXK1
68837	Foxk2	10090	GO:0000981;GO:0001227;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	3607	HGNC:6036	FOXK2
3607	FOXK2	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	3607	HGNC:6036	FOXK2
14241	Foxl1	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	2300	HGNC:3817	FOXL1
2300	FOXL1	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	2300	HGNC:3817	FOXL1
